Country,Authors,Year,Title,Journal or book,Volume,Pages,Theory,Practice,Water,Energy,Financial,Environment,Mining,Industrial,Services/Public,Procurement,Health,Transport,Other
PT,"Marques, J., Cunha, M., Savic, D.",2015,A multicriteria approach for a phased design of water distribution networks.,Procedia Engineering,119,1231-1240.,0,1,1,0,0,0,0,0,0,0,0,0,0
PT,"Marques, J., Cunha, M., Savic, D.",2017,Ranking Alternatives for the Flexible Phased Design of Water Distribution Networks.,Procedia Engineering,186,567-575.,0,1,1,0,0,0,0,0,0,0,0,0,0
ES,"Marques-Perez, I., Guaita-Pradas, I., Gallego, A., Segura, B.",2020,Territorial planning for photovoltaic power plants using an outranking approach and GIS.,Journal of Cleaner Production,257,.,0,1,0,1,0,0,0,0,0,0,0,0,0
ID,"Marsuki Iswandi, R., Alwi, L.O., Baco, L., Yunus, L.",2018,Sustainable mining management.,International Journal of Civil Engineering and Technology,9(10),567-575.,0,1,0,0,0,0,1,0,0,0,0,0,0
CA,"Martel, J.M., Aouni, B.",1990,Incorporating the decision-makers preferences in the goal programming model., Journal of the Operational Research Society, 41(12), 1121–1132.,1,0,0,0,0,0,0,0,0,0,0,0,0
CA,"Martin, D., Bernier, M.",1997,Analyse multicritère de capteurs satellitaires pour le suivi du couvert nival.,Canadian Journal of Remote Sensing,23(3),264-275.,0,1,0,0,0,1,0,0,0,0,0,0,0
US,"Martin, D.M., Labadie, J.W., Leroy Poff, N.",2015,"Incorporating social preferences into the ecological limits of hydrologic alteration (ELOHA): a case study in the Yampa-White River basin, Colorado.",Freshwater Biology,60(9),1890-1900.,0,1,1,0,0,1,0,0,0,0,0,0,0
US,"Martin, D.M., Mazzotta, M.",2018,Non-monetary valuation using Multi-Criteria Decision Analysis: Using a strength-of-evidence approach to inform choices among alternatives.,Ecosystem Services,33B,124-133.,0,1,0,0,0,1,0,0,0,0,0,0,0
CA,"Martin, N.J., St Onge, B., Waaub, J.P.",1999,"Integrated decision aid system for the development of Saint Charles River alluvial plain, Quebec, Canada.", International Journal of Environment and Pollution, 12(2), 264–279.,0,1,0,0,0,1,0,0,0,0,0,0,0
ES,"Martin, J.M., Fajardo, W., Blanco, A., Requena, I.",2003,Constructing linguistic versions for the multicriteria decision support systems preference ranking organization method for enrichment evaluation I and II., International Journal of Intelligent Systems,18(7), 711–731. ,1,0,0,0,0,0,0,0,0,0,0,0,0
PT,"Martin-Gamboa, M., Dias, L., Quinteiro, P., Freire, F., Arroja, L., Dias, A.C.",2019,Multi-Criteria and Life Cycle Assessment of Wood-Based Bioenergy Alternatives for Residential Heating: A Sustainability Analysis.,Energies,12(22),4391.,0,1,0,1,0,1,0,0,0,0,0,0,0
ES,"Martin Ramos, J.M., Lopez Garcia, D., Gomez-Bravo, F., Blanco Moron, A.",2010,Application of multicriteria decision-making techniques to manoeuvre planning in nonholonomic robots., Expert Systems with Applications, 37(5), 3962-3976.,0,1,0,0,0,0,0,1,0,0,0,0,0
BR,"Martins, I.D., Moraes, F.F., Tavora, G., Soares, H.L.F., Infante, C.E., Arruda, E.F., Bahiense, L, Caprace, J., Lourenço, M.I.",2019,A review of the multicriteria decision analysis applied to oil and gas decommissioning problems.,Ocean & Coastal Managment,in Press,.,0,1,0,1,0,0,0,0,0,0,0,0,0
BR,"Martins Oliveira, S.R., Alves, J.L.",2014,Modeling to assess the influence of knowledge on the technological innovation performance capacity in high complexity environments: Towards Brazilian multinationals companies.,African Journal of Business Management,8(5),167-179.,0,1,0,0,0,0,0,0,1,0,0,0,0
BR,"Martins Oliveira, S.R., Alves, J.L.",2014,The next frontier: Open innovation and prospecting of knowledge in highly complex environments – Towards value creation in high tech Industries.,African Journal of Business Management,8(8),270-282.,0,1,0,0,0,0,0,0,1,0,0,0,0
BR,"Martins Oliveira, S.R., Alves, J.L., Boer, H.",2017,Innovation in the Product Development Process and Performance of firm: An Experience of Value co-creation Based on Incorporation of Technological Innovations by the 3D Modeling and Additive Manufacturing.,Procedia CIRP,62,452-457.,0,1,0,0,0,0,0,0,1,0,0,0,0
BR,"Martins Oliveira, S.R., Lino, J.",2013,Model for Technological Innovation Integration and New Product Development in High Tech Environments.,International Journal of Innovation and Applied Studies,3(4),919-930.,0,1,0,0,0,0,0,0,1,0,0,0,0
BR,"Martins Oliveira, S.R., Sbragia, R.",2013,Multi-Model for Planning High Complexity Spectrum.,"International Journal of Innovative Research in Science, Engineering and Technology",2(4),1243-1256.,0,1,0,0,0,0,0,0,1,0,0,0,0
BR,"Martins Ruzante, J., Davidson, V.J., Caswell, J., Fazil, A., Cranfield, J.A.L., Henson, S.J., Anders, S.M., Schmidt, C., Farber, J.M.",2010,A multifactorial risk prioritization framework for foodborne pathogens., Risk Analysis, 30(5), 724-742.,0,1,0,0,0,0,0,0,1,0,0,0,0
CH,"Marttunen, M., Lienert, J., Belton, V.",2017,Structuring problems for Multi-Criteria Decision Analysis in practice: A literature review of method combinations.,European Journal of Operational Research,263(1),1-17.,0,1,0,0,0,0,0,0,0,0,0,0,1
HR,"Marusic, D, Mladineo, N., Stazic, T.",2010,Economic evaluation and selection of route for new railway Zagreb-Rijeka., Road and Rail,, 597-603.,0,1,0,0,0,0,0,0,1,0,0,0,0
EG,"Marzouk, M.",2008,A superiority and inferiority ranking model for contractor selection.,Construction Innovation,8(4),250-268.,0,1,0,0,0,0,0,0,0,1,0,0,0
EG,"Marzouk, M., Abdelakder, E.M.",2019,On the use of multi-criteria decision making methods for minimizing environmental emissions in construction projects.,Decision Science Letters,8(4),373-392.,0,1,0,0,0,1,0,0,0,0,0,0,0
EG,"Marzouk, M., El Shinnawy, N., Moselhi, O., El-Said, M.",2013,MEASURING SENSITIVITY OF PROCUREMENT DECISIONS USING SUPERIORITY AND INFERIORITY RANKING.,International Journal of of Information Technology & Decision Making,12(3),395-423.,0,1,0,0,0,0,0,0,0,1,0,0,0
IR,"Masdari, M., Khezri, H.",2020,Service selection using fuzzy multi-criteria decision making: a comprehensive review.,Journal of Ambient Intelligence and Humanized Computing,in Press,.,0,1,0,0,0,0,0,0,1,0,0,0,0
TN,"Masmoudi, M., Habaieb, H.",1993,The performance of some real-time statistical flood forecasting models seen through multicriteria analysis.,Water Resources Management,7(1),57-67.,0,1,1,0,0,0,0,0,0,0,0,0,0
IR,"Masoumi, I., Ahangari, K., Noorzad, A.",2018,Optimal monitoring instruments selection using innovative decision support system framework.,Smart Structures and Systems,21(1),123-137.,0,1,0,0,0,0,0,1,0,0,0,0,0
US,"Masoumi, R., Touran, A.",2016,A Framework to Form Balanced Project Portfolios.,Proceedings of the 2016 Construction Research Congress,2016,1772-1781.,1,0,0,0,0,0,0,0,0,0,0,0,0
FR,"Massebeuf, S., Fonteix, C., Hoppe, S., Pla, F.",2003,Development of new concepts for the control of polymerization processes: Multiobjective optimization and decision engineering. I. Application to emulsion homopolymerization of styrene., Journal of Applied Polymer Science, 87(14), 2383-2396.,0,1,0,0,0,0,0,1,0,0,0,0,0
IR,"Matin, A., Rajabzadeh, A., Shahbazi, M.",2019,Choosing the Best Financing Source in a Supply Chain by PROMETHEE Approach.,Environmental Energy and Economic Research,3(1),45-59.,0,1,0,0,0,0,0,1,0,0,0,0,0
DE,"Mattes, K., Bollhöfer, E., Miller, M.",2013,"Increased Raw Material Efficiency through Product-Service Systems in Resource-Intensive Production Processes? Barriers, Chances and an Assessment Approach.",Product-Service Integration for Sustainable Solutions,ISBN 978-3-642-30819-2,141-152.,0,1,0,0,0,0,0,1,0,0,0,0,0
ID,"Maulachela, A.B., Hidayat, S., Fitriani, N., Rizal, A.A., Budiarto, J., Anas, A.S., Nugraha, G.S., Juliansyah, A., Qudsi, J., Abdurahim, ., Yunus, M., Sriwinarti, N.K.",2019,Promethee: As a supporting decision of selection of poor rice receivers.,Journal of Physics: Conference Series,1211(1),.,0,1,0,0,0,0,0,0,1,0,0,0,0
GR,"Mavrotas, G., Rozakis, S.",2009,Extensions of the PROMETHEE Method to Deal with Segmentation Constraints: Application in a Students' Selection Problem., Journal of Decision Systems, 18(2), 203-229.,0,1,0,0,0,0,0,0,1,0,0,0,0
GR,"Mavrotas, G., Ziomas, I.C., Diakoulaki, D.",2006,A Combined MOIP–MCDA approach to building and screening atmospheric pollution control strategies in Urban regions., Environmental Management, 38(1), 149–160.,0,1,0,0,0,1,0,0,0,0,0,0,0
GR,"Mavrotas, G., Diakoulaki, D., Caloghirou, Y.",2006,Project prioritization under policy restrictions. A combination of MCDA with 0–1 programming., European Journal of Operational Research,171, 296–308.,0,1,0,0,0,0,0,0,1,0,0,0,0
GR,"Mavrotas, G., Diakoulaki, D., Caloghirou, Y.",2012,A combinatorial multicriteria approach for corporate funding under policy restrictions., Operational Research, 1(3), 299–314.,0,1,0,0,1,0,0,0,0,0,0,0,0
RS,"Medic, N., Anisic, Z., Lalic, B., Marjanovic, U., Brezocnik, M.",2019,Hybrid fuzzy multi-attribute decision making model for evaluation of advanced digital technologies in manufacturing: Industry 4.0 perspective.,Advances in Production Engineering & Management,14(4),483-493.,0,1,0,0,0,0,0,1,0,0,0,0,0
RS,"Medic, N., Marjanovic, U., Zivlak, N., Anisic, Z., Lalic, B.",2018,Hybrid Fuzzy MCDM Method for Selection of Organizational Innovations in Manufacturing Companies.,Proceedings TEMS-ISIE,2018,.,0,1,0,0,0,0,0,1,0,0,0,0,0
DE,"Mehdiyev, N., Enke, D., Fettke, P., Loos, P.",2016,Evaluating Forecasting Methods by Considering Different Accuracy Measures.,Procedia Computer Science,95,264-271.,1,0,0,0,0,0,0,0,0,0,0,0,0
DE,"Meier, K.",1997,Methods for decision making with cardinal numbers and additive aggregation., Fuzzy Sets and Systems,88, 135–159.,1,0,0,0,0,0,0,0,0,0,0,0,0
FI,"Mela, K., Tiainen, T., Heinisuo, M.",2012,Comparative study of multiple criteria decision making methods for building design.,Advanced Engineering Informatics,26(4),716-726,0,1,0,0,0,0,0,0,0,0,0,0,1
DE,"Melkonyan, A., Gruchmann, T., Lohmar, F., Kamath, V., Spinler, S.",2020,Sustainability assessment of last-mile logistics and distribution strategies: The case of local food networks.,International Journal of Production Economics,228,.,0,1,0,0,0,0,0,0,0,0,0,1,0
PT,"Melo, P., Jorge, L.",2014,Quantitative support for UX methods identification: how can multiple criteria decision making help?,Universal Access in the Information Society,14(2),215-229.,0,1,0,0,0,0,0,0,0,0,0,0,1
BR,"Melo Albuquerque, P.H.",2015,PROMETHEE IV as a Decision Analyst’s Tool for Site Selection in Civil Engineering.,Decision Models in Engineering and Management,ISBN 978-3-319-11948-9,257-267.,0,1,0,0,0,0,0,1,0,0,0,0,0
BR,"Melo Albuquerque, P.H., Montenegro, M.R.",2015,Promethee IV Through Kernel Density Estimation.,Communications in Statistics - Theory and Methods,44(25),.,0,1,0,0,0,0,0,1,0,0,0,0,0
CN,"Meng, K., Lou, P., Peng, X., Prybutok, V.",2016,A Hybrid Approach for Performance Evaluation and Optimized Selection of Recoverable End-of-life Products in the Reverse Supply Chain.,Computers & Industrial Engineering,98,171-184.,0,1,0,0,0,1,0,1,0,0,0,0,0
FR,"Menouer, T., Cérin, C., Darmon, P.",2020,Accelerated Promethee Algorithm Based on Dimensionality Reduction.,Lecture Notes in Computer Science,11894,190-203.,1,0,0,0,0,0,0,0,0,0,0,0,0
FR,"Menouer, T., Cérin, C., Saad, W., Shi, X.",2018,A Resource Allocation Framework with Qualitative and Quantitative SLA Classes.,Euro-Par 2018: Parallel Processing Workshops,2018,69-81.,0,1,0,0,0,0,0,0,1,0,0,0,0
GR,"Mergias, I., Moustakas, K., Papadopoulos, A., Loizidou, M.",2007,Multi-criteria decision aid approach for the selection of the best compromise management scheme for ELVs: The case of Cyprus., Journal of Hazardous Materials, 147(3), 706–717.,0,1,0,0,0,0,0,0,1,0,0,0,0
GB,"Mérigo, J.M., Yang, J-B.",2017,A Bibliometric Analysis of Operations Research and Management Science.,Omega,73,37-48.,1,0,0,0,0,0,0,0,0,0,0,0,0
IR,"Mesaeli, S.H., Vakil Alroaia, Y.",2020,Exploring relationship between the development of small and medium scale enterprises and the employment of universities graduate.,International Journal of Human Capital in Urban Management,5(3),217-230.,0,1,0,0,0,0,0,0,1,0,0,0,0
ID,"Mesran, M., Pristiwanto, P., Sinaga, I.",2018,IMPLEMENTASI PROMETHEE II DALAM PEMILIHAN PESTISIDA TERBAIK UNTUK PERAWATAN DAUN PADA TANAMAN CABE.,"CESS (Journal of Computer Engineering, System and Science)",3(2),139-146.,0,1,0,0,0,0,0,0,0,0,0,0,1
DE,"Metzner, S.",2018,Transferring outranking models to real estate management: The assessment of potential investment markets using PROMETHEE.,Journal of Property Investment and Finance,36(2),135-157.,0,1,0,0,0,0,0,0,1,0,0,0,0
GR,"Michailidis, A., Chatzitheodoridis, F.",2006,Scenario analysis of tourism destinations., Journal of Social Sciences, 2(2), 41-47.,0,1,0,0,0,0,0,0,1,0,0,0,0
FI,"Miettinen, K.",2014,Survey of methods to visualize alternatives in multiple criteria decision making problems.,OR-Spektrum,36(1),.,1,0,0,0,0,0,0,0,0,0,0,0,0
RS,"Mihajlov, D., Prascevic, M., Herisanu, N.",2017,Selection of Measurement Strategy for the Assessment of Long-Term Environmental Noise Indicators Using Multi-criteria Optimization.,Acoustics and Vibration of Mechanical Structures—AVMS-2017,ISBN 978-3-319-69822-9,77-82.,0,1,0,0,0,1,0,0,0,0,0,0,0
IR,"Mikaeil, R., Gharahasanlou, E.J., Jafarpour, A.",2020,Ranking and Evaluating the Coal Seam Mechanization Based on Geological Conditions.,Geotechnical and Geological Engineering,38(3),3307-3329.,0,1,0,0,0,0,1,0,0,0,0,0,0
BE,"Milan, L., Kin, B., Verlinde, S., Macharis, C.",2015,Multi-actor multi-criteria analysis for sustainable city distribution: A new assessment framework.,International Journal of Multicriteria Decision Making,5(4),334-354.,0,1,0,0,0,0,0,0,0,0,0,1,0
RS,"Milenkovic, M., Glavic, D., Mladenovic, M.N.",2018,Decision-support framework for selecting the optimal road toll collection system.,Journal of Advanced transportation,2018,12-28.,0,1,0,0,0,0,0,0,0,0,0,1,0
RS,"Milentijevic, G., Nedeljkovic, B., Lekic, M., Nikic, Z., Ristovic, I., Djokic, J.",2016,Application of a Method for Intelligent Multi-Criteria Analysis of the Environmental Impact of Tailing Ponds in Northern Kosovo and Metohija.,Energies,9(11),1-18.,0,1,0,0,0,1,0,0,0,0,0,0,0
RS,"Miletic, S., Paunkovic, D., Bogdanovic, D., ",2016,Evaluation of sustainability indicators for decision-making in mining companies.,Megatrend Revija,13(2),83-96.,0,1,0,0,0,0,1,0,0,0,0,0,0
RS,"Milijic, N., Mihajlovic, I., Nikolic, D., Zivkovic, Z.",2014,Multicriteria analysis of safety climate measurements at workplaces in production industries in Serbia.,International Journal of Industrial Ergonomics,44(4),510-519,0,1,0,0,0,0,0,1,0,0,0,0,0
BR,"Miloca, S.A., Patias Volpi, N.M., Chaves Neto, A.",2006,UMA PROPOSTA PARA ESCOLHA DE ARMAZÉNS COM TRIGO DE MELHOR QUALIDADE INDUSTRIAL SEGUNDO METODOLOGIA MULTICRITÉRIO.,ENGEVISTA,8(1),16-26.,0,1,0,0,0,0,0,1,0,0,0,0,0
GB,"Mingers, J.",2011,Soft OR comes of age--but not everywhere!, Omega, 39(6), 729-741.,1,0,0,0,0,0,0,0,0,0,0,0,0
IN,"Mishra, M.K., Ray, N.K., Swain, A.R., Mund, G.B., Mishra, B.S.P.",2019,An adaptive model for resource selection and allocation in fog computing environment.,Computers and Electrical Engineering,77,217-229.,0,1,0,0,0,0,0,0,0,0,1,0,0
GB,"Mitchell, V-W.",1994,Problems and Risks in the Purchasing of Consultancy Services., The Service Industries Journal,14, 315-339.,0,1,0,0,0,0,0,0,1,0,0,0,0
SK,"Mitková, V., Mlynarovic, V.",2019,"Investment opportunities identification based on macroeconomic development, the multiple criteria decision approach.",Symmetry,11(6),.,0,1,0,0,1,0,0,0,0,0,0,0,0
SK,"Mitková, V., Mlynarovic, V., Tus, B.",2007,A performance and risk analysis on the Slovak private pension funds market., Ekonomicky Casopis, 55(3), 232–249.,0,1,0,0,1,0,0,0,0,0,0,0,0
RS,"Mladenovic-Ranisavljevic, I., Takic, L., Nikolic, D.",2018,Water Quality Assessment Based on Combined Multi-Criteria Decision-Making Method with Index Method.,Water Resources Management,in Press,.,0,1,1,0,0,0,0,0,0,0,0,0,0
RS,"Mladenovic-Ranisavljevic, I., Takic, L., Vukovic, M., Nikolic, D., Zivkovic, N., Milosavljevic, P.",2012,MULTI-CRITERIA RANKING OF THE DANUBE WATER QUALITY ON ITS COURSE THROUGH SERBIA.,Serbian Journal of Management,7(2),299-307.,0,1,1,0,0,0,0,0,0,0,0,0,0
HR,"Mladineo, M., Celar, S., Celent, L., Crnjac, M.",2018,Selecting manufacturing partners in push and pull-type smart collaborative networks.,Advanced Engineering Informatics,38,291-305.,0,1,0,0,0,0,0,1,0,0,0,0,0
HR,"Mladineo, M., Jajac, N., Rogulj, K.",2016,A simplified approach to the PROMETHEE method for priority setting in management of mine action projects.,Croatian Operational Research Review,7(2),249-268.,0,1,0,0,0,0,0,0,0,0,0,0,1
HR,"Mladineo, M., Mladineo, N., Jajac, N.",2014,Project management in mine actions using Multi-Criteria-Analysis-based decision support system.,Croatian Operational Research Review,5(2),415-425.,0,1,0,0,0,0,0,0,0,0,0,0,1
HR,"Mladineo, M., Mladineo, N., Knezic, S.",2011,New Aspects of Emergency Decision Support for Ships in Distress.,Natural and Technological Risk Reduction through Global Cooperation - Bucharest : TIEMS 2011,, 573-582.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, M., Takakuwa, S., Gjeldum, N, Veza, I.",2011,Criteria for selection of cooperators in a regional production network., 13th International Scientific Proceedings of the 13th International Scientific Conference on Production Engineering, , 153-158.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, M., Veza, I.",2013,Ranking Enterprises in Terms of Competences Inside Regional Production Network.,Croation Operational Research Review,4,65-75.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, M., Veza, I., Gjeldum, N.",2015,Single-objective and multi-objective optimization using the HUMANT algorithm.,Croation Operational Research Review,6,459-473.,1,0,0,0,0,0,0,0,0,0,0,0,0
HR,"Mladineo, N., Jajac, N., Mladineo, M.",2010,Application of GIS and Mathematical Modelling in Maritime Crisis Situations., Croatian Operational Research Review,1, 83-92.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, N., Knezic, S.",2003,Decision Support System for Demining Waterways., Journal of Mine Action, 7(3), .,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, N., Knezic, S.",2003,"DSS for humanitarian mine action, Case study Croatia.", EUDEM2-SCOT - 2003,1, 93-98.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, N., Knezic, S., Gorseta, D.",2003,Hierarchic Approach to Mine Action in Croatia., Journal of Mine Action, 7(2), 41-45.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, N., Knezic, S., Grzetic, Z.",2009,Development of Integrated Emergency Management Model for Ships in Distress.,"Let's meet where the continents meet - Istanbul : TIEMS, 2009",, 352-361.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, N., Knezic, S., Jajac, N.",2011,Decision support system for emergency management on motorway networks., Transportmetrica, 7(1), 45-62.,0,1,0,0,0,0,0,0,0,0,0,1,0
HR,"Mladineo, N., Knezic, S., Pavasovic, S, Simunovic, I.",1993,Development of land rent model using multicriterional analysis and geographical information systems., Journal of Computing and Information Technology - CIT., 1(4), 243-251.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, N., Lozic, I., Stosic, S., Mlinaric, D., Radica, T.",1992,An evaluation of multicriteria analysis for DSS in public policy decision., European Journal of Operational Research,61, 219–229.,0,1,0,0,0,0,0,0,1,0,0,0,0
HR,"Mladineo, N., Margeta, J., Brans, J.P., Mareschal, B.",1987,Multicriteria ranking of alternative locations for small scale hydro plants., European Journal of Operational Research,31, 215–222.,0,1,1,0,0,0,0,0,0,0,0,0,0
HR,"Mladineo, N., Mladineo, M., Knezic, S.",2017,Web MCA-based Decision Support System for Incident Situations in Maritime Traffic: Case Study of Adriatic Sea.,Journal of Navigation,in Press.,.,0,1,0,0,0,0,0,0,0,0,0,1,0
HR,"Mladineo, N., Stosic, S., Tomic, T., Baric, A.",1992,The Applications of Multicriteria Analysis for Estimating Pollution in Urban and Coastal Zones.,Journal of Decision Systems,1(4),401-419.,0,1,0,0,0,1,0,0,0,0,0,0,0
CN,"Mlela, M.K., Xu, H., Sun, F., Wang, H., Madenge, G.D.",2020,Material analysis and molecular dynamics simulation for cavitation erosion and corrosion suppression in water hydraulic valves.,Materials,13(2),.,1,0,0,0,0,0,0,1,0,0,0,0,-1
SK,"Mlynarovic, V., Hozlar, E.",1989,PROMETHEE -- A Family of Outranking Methods in Multicriteria Analyses., Ekonomicko-Matematicky Obzor, 25(4), 435-452.,1,0,0,0,0,0,0,0,0,0,0,0,0
RO,"Moca, M., Litan, C., Silaghi, G.C., Fedak, G.",2013,Advanced Promethee-Based Scheduler Enriched with User-Oriented Methods.,"Economics of Grids, Clouds, Systems, and Services",ISBN 978-3-319-02413-4,161-172.,1,0,0,0,0,0,0,0,0,0,0,0,0
RO,"Moca, M., Litan, C., Silaghi, G.C., Fedak, G.",2016,Multi-criteria and satisfaction oriented scheduling for hybrid distributed computing infrastructures.,Future Generation Computer systems,55,428-443.,1,0,0,0,0,0,0,0,0,0,0,0,0
RO,"Moca, M., Silaghi, G.C.",2010,Decision Models for Resource Aggregation in Peer-to-Peer Architectures.,"Grids, P2P and Services Computing",ISBN 978-1-4419-6793-0,105-117.,1,0,0,0,0,0,0,0,0,0,0,0,0
US,"Moffett, A., Sarkar, S.",2006,Incorporating multiple criteria into the design of conservation area networks: A mini review with recommendations., Diversity and Distributions,12, 125–137.,0,1,0,0,0,1,0,0,0,0,0,0,0
AU,"Mofijur, M., Rasul, M.G., Hassan, N.M.S., Masjuki, H.H., Kalam, M.A., Mahmudul, H.M.",2017,"Chapter Fourteen – Assessment of Physical, Chemical, and Tribological Properties of Different Biodiesel Fuels.",Clean Energy for Sustainable Development,2017,441-463.,0,1,0,1,0,0,0,0,0,0,0,0,0
SA,"Moghal, A.A.B., Rehman, A.U., Chittoori, B.",2017,Optimizing fiber parameters coupled with chemical treatment: PROMETHEE Approach.,Geotechnical Special Publication,280,30-41.,0,1,0,0,0,0,0,1,0,0,0,0,0
IN,"Moghal, A.A.B., Rehman, A.U., Vydehi, K.V., Umer, U.",2020,Sustainable perspective of low-lime stabilized fly ashes for geotechnical applications: PROMETHEE-based optimization approach.,Sustainability (Switzerland),12(16),.,0,1,0,0,0,1,0,0,0,0,0,0,0
MY,"Mohamad, D., Zulkifli, S.F.M.",2018,G-PROMETHEE II method for heterogeneous evaluation in uncertain environment.,AIP Conference Proceedings,1974,.,1,0,0,0,0,0,0,0,0,0,0,0,0
NL,"Mohammadi, M., Rezaei, J.",2020,Ensemble ranking: Aggregation of rankings produced by different multi-criteria decision-making methods.,Omega,96,.,1,0,0,0,0,0,0,0,0,0,0,0,0
JP,"Moiz, A., Kawasaki, A., Koike, T., Shrestha, M.",2018,A systematic decision support tool for robust hydropower site selection in poorly gauged basins.,Applied Energy,224,309-321.,0,1,1,0,0,0,0,0,0,0,0,0,0
DZ,"Mokeddem, D., Khellaf, A.",2009,Optimal solutions of multiproduct batch chemical process using multiobjective genetic algorithm with expert decision system.,Journal of Automated Methods and Management in Chemistry,2009,.,0,1,0,0,0,0,0,1,0,0,0,0,0
MY,"Mokhtar, M.R.,  Abdullah, M.P., Hassan, M.Y., Hussin, F.",2016,Combination of AHP-PROMETHEE and TOPSIS for selecting the best Demand Side Management (DSM) options.,2015 IEEE Student Conference on Research and Development,2015,367-372.,1,0,0,0,0,0,0,0,0,0,0,0,0
CZ,"Moldrík, P., Gurecký, J., Paszek, L.",2008,PROMETHEE method and sensitivity analysis in the software application for the support of decision-making., Advances in Electrical and Electronic Engineering, 7(1-2), 150-153.,1,0,0,0,0,0,0,0,0,0,0,0,0
IR,"Momeni, A., Movahedi, M.M., Hafshejani, K.F., Gharakhani, D.",2012,Application of Fuzzy MCDM techniques in evaluation and Ranking of Bank Branches Based on customer satisfaction Case study: Bank Branches of Mellat in Qazvin Province.,Life Science Journal,9(4),3315-3321.,0,1,0,0,1,0,0,0,0,0,0,0,0
ID,"Monalisa, R., Kusnawi, K.",2018,Decision support system of model teacher selection using PROMETHEE method.,Proceedings ICITech 2017,2018,1-8.,0,1,0,0,0,0,0,0,1,0,0,0,0
ES,"Mondéjar-Jiménez, J.A., Garcia-Centeno, M.C., Minguez-Salido, R., Mondéjar-Jiménez, J., Cordente-Rodriguez, M.",2010,"Cultural Tourism, Using A Multicriteria Analysis: Spanish World Heritage Cities.",International Journal of Management & Information Systems,14(4),35-43.,0,1,0,0,0,0,0,0,1,0,0,0,0
CA,"Monds, J.R.",2014,Multicriteria decision analysis for wave power technology in Canada.,Journal of Energy Resources Technology,136(2),.,0,1,0,1,0,0,0,0,0,0,0,0,0
IR,"Montajabiha, M.",2016,An Extended PROMETHE II Multi-Criteria Group Decision Making Technique Based on Intuitionistic Fuzzy Logic for Sustainable Energy Planning.,Group Decision and Negotiation,25(2),221-244.,1,1,0,1,0,0,0,0,0,0,0,0,0
BR,"Monte, M.B.D.S., Almeida-Filho, A.T.",2016,A MCDM Model for Preventive Maintenance on Wells for Water Distribution.,"Proceedings - 2015 IEEE International Conference on Systems, Man, and Cybernetics",2015,268-272.,0,1,1,0,0,0,0,0,0,0,0,0,0
BR,"Monteiro Gomes, L.F.A.,  Duncan Rangel, L.A., de Castro Resende, R.",2015,PRIORITIZATION OF TELECOMMUNICATION PROJECTS: DECISION ANALYSIS USING THE PROMÉTHÉE V METHOD.,Revista Economia & Gestão,15(41),311-332.,0,1,0,0,0,0,0,0,1,0,0,0,0
NO,"Mooselu, M.G., Liltved, H., Nikoo, M.R., Hindar, A., Meland, S.",2020,Assessing optimal water quality monitoring network in road construction using integrated information-theoretic techniques.,Journal of Hydrology,589,.,0,1,1,0,0,0,0,0,0,0,0,0,0
MX,"Mora, M., Phillips-Wren, G., Wang, F.",2014,An Integrative Evaluation Framework for Determining the Value of Group Decision Support Systems.,Engineering Management Journal,26(2),24-38.,1,0,0,0,0,0,0,0,0,0,0,0,0
BR,"Morais, D.C., de Almeida, A.T.",2006,Group decision model to manage water losses., Pesquisa Operacional, 26(3), 567–584.,0,1,1,0,0,1,0,0,0,0,0,0,0
BR,"Morais, D.C., de Almeida, A.T.",2007,Group decision-making for leakage management strategy of water network.,"Resources, Conservation and Recycling", 52(2), 441–459.,0,1,1,0,0,1,0,0,0,0,0,0,0
BR,"Morais, D.C., de Almeida, A.T.",2012,Group decision making on water resources based on analysis of individual rankings., Omega, 40(1), 42-52.,0,1,1,0,0,1,0,0,0,0,0,0,0
BR,"Morais, D.C., de Almeida, A.T., Alencar, L.H., Clemente, T.R.N., Cavalcanti, C.Z.B.",2015,PROMETHEE-ROC model for assessing the readiness of technology for generating energy.,Mathematical Problems in Engineering,2015,1-11.,0,1,0,1,0,0,0,0,0,0,0,0,0
BR,"Morais, D.C., Cavalcante, C.A.V., de Almeida, A.T.",2009,Prioritization of areas of loss control in water distribution networks.,Pesquisa Operacional,30(1),15-32.,0,1,1,0,0,0,0,0,0,0,0,0,0
CO,"Moreno-Calderon, A., Tong, T.S., Thokala, P.",2020,Multi-criteria Decision Analysis Software in Healthcare Priority Setting: A Systematic Review.,PharmacoEconomics,38(3),269-283.,0,1,0,0,0,0,0,0,0,0,1,0,0
